1,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,113,110,111,4,25,19,0.244712,5.00E+05,3,1000,1889,3041,399,495,1108800,4450446,72200,111600,1868,3002,399,479,1084020,4336332,72200,104400,41,38,19,15,2.827221152,3.460307524,3.483551734,3.427500382,41,38,19,15,2.827548266,3.460605972,3.483551734,3.429440067,2288,2820,669,527,945570.8889,1811082,130650,78848,2925,2547,619,479,1958957,1475292,111600,64960,41,38,19,15,2.252573843,2.456530852,2.765962618,2.732153986,41,38,19,15,2.462989645,2.458028188,2.769029934,2.735937386,1403.653244,3191.102251,313.7292078,444.2686151,454754.5716,4866924.32,39281.29486,84910.13207,0,0,0,0,1388.915745,3151.854523,308.4625678,432.11928,445168.4222,4746855.879,37821.76985,80138.61297,0,0,0,0,41,38,19,15,2.502679645,3.446035012,3.310777467,3.342089605,41,38,19,15,2.503136649,3.446160215,3.307799546,3.341394345,2130.978442,3145.955619,853.573708,664.6732756,731368.3998,2123209.812,221913.8302,130151.008,0,0,0,0,2331.83794,2877.947724,776.7694482,632.7489884,947706.2065,1816015.852,184443.8542,124805.9943,0,0,0,0,41,38,19,15,2.16232165,2.395688618,2.803232139,2.762486876,41,38,19,15,2.222409047,2.418749567,2.813538186,2.836572028
6,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,95,99,111,7,20,23,0.198026667,5.00E+05,3,1000,1707,389,328.6666667,389,1383480,15529.8804,21977.77778,67860,1707,424.8333333,321,389,1383480,19699.86111,20930,67860,27,34,22,12,3.448367505,1.950621114,2.455217448,3.402538426,27,34,22,12,3.448367505,1.979098315,2.456996264,3.402538426,1931,559,493.5,974,1138592,23861.97917,38521.55,432900,1847,637.75,459,922,1041040,33055.3125,33212,387660,27,34,22,12,2.785252675,1.759045841,2.189145023,3.367494279,27,34,22,12,2.786087591,1.781519079,2.192054087,3.368787731,1721.872259,692.06078,326.4430419,390.1847001,1386573.68,66829.36226,17634.1656,65566.9452,0,0,0,0,1721.110914,641.810125,307.1078132,389.2998883,1385321.765,57212.95651,15844.55949,65210.47695,0,0,0,0,27,34,22,12,3.42143391,2.101214055,2.265918573,3.333511617,27,34,22,12,3.42142577,2.103766192,2.286709221,3.332230195,2655.107991,1050.055078,548.8245388,683.5957052,2394499.547,85947.33281,39865.75361,147641.6788,0,0,0,0,2576.175946,1000.909626,499.78294,652.1163544,2321005.952,101097.8215,33937.32322,138738.7402,0,0,0,0,27,34,22,12,2.913365575,1.740655072,2.050432052,2.837704635,27,34,22,12,2.95399843,1.873961543,2.074449463,2.881862045
26,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,109,128,102,7,26,21,0.219761333,5.00E+05,3,1000,1412.333333,914,559,516.5,448851.1111,251930,143640,77883.75,1385.666667,899,539,447.5,431831.1111,243600,133380,58080.75,39,29,19,22,2.473434911,2.81530364,3.45703046,2.802823253,39,29,19,22,2.474000073,2.816022355,3.459456883,2.811910243,2159,2059,665.6666667,627.6666667,824256,940905,91611.11111,82774.44444,2059,1869,579,543.3333333,749016,774180,69020,61691.11111,39,29,19,22,2.23510722,2.432298959,2.392510521,2.420821334,39,29,19,22,2.235865509,2.433767987,2.396903434,2.426547865,1372.756302,1020.031792,472.8347911,625.4688922,423234.5233,268890.4838,86251.70379,99188.29772,0,0,0,0,1336.253724,996.5669767,456.2618033,585.262351,400566.0984,257638.3927,80432.4402,86497.82069,0,0,0,0,39,29,19,22,2.473151022,2.622607036,3.187383398,2.616801743,39,29,19,22,2.47360666,2.628431999,3.194488918,2.617917491,2142.502344,1491.633543,685.6496357,708.3859489,791758.7048,239171.5448,86968.67701,56304.01737,0,0,0,0,2020.392679,1401.22207,624.9355778,647.4476184,703776.2594,232079.2708,73857.55567,57583.97286,0,0,0,0,39,29,19,22,2.214945149,1.892820795,2.290116435,1.931978308,39,29,19,22,2.216417012,1.950728988,2.314324589,2.067483121
31,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,104,108,105,4,20,20,0.237434,5.00E+05,3,1000,1902.5,571,569,383,1127823.75,96096,148770,66240,1855.5,558,569,351,1072128.75,91676,148770,55440,46,25,18,15,2.837283815,2.818018924,3.447791464,3.444603097,46,25,18,15,2.838110086,2.819430701,3.447791464,3.451572757,2349,1827.666667,654.5,292.3333333,1266650,729028.4444,124435.75,16524.44444,2223.666667,1576.333333,569,255,1133838.444,541156.7778,93670,12480,46,25,18,15,2.476965536,2.41522567,2.757650649,2.37419579,46,25,18,15,2.478129356,2.41744565,2.763166556,2.382101897,3126.843904,1015.823101,468.7563684,114.5565733,4060978.469,411098.1668,85239.89347,648.0244537,0,0,0,0,3044.842157,1008.071583,463.6032158,99.76248213,3846392.778,404247.4164,83211.31243,458.5169899,0,0,0,0,46,25,18,15,3.221113264,3.187315851,3.190210478,1.637633986,46,25,18,15,3.220584592,3.185606863,3.188509483,1.628247777,3099.184524,1728.040753,735.1289791,163.1950681,2100817.802,480839.6121,131481.6166,1289.048785,0,0,0,0,2956.271577,1579.290986,661.6407594,144.8348413,1933713.55,462624.7314,107953.5003,1096.678039,0,0,0,0,46,25,18,15,2.41960314,2.154697706,2.547721053,1.596950544,46,25,18,15,2.432234627,2.271457563,2.568181264,1.635695482
61,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,112,128,121,2,31,20,0.224914667,5.00E+05,3,1000,935,629.3333333,1270,701,193050,85305.11111,762600,226746,863,577.6666667,1239,683,163944,71561.77778,725400,215118,35,30,30,17,2.474908928,2.471318347,3.469126101,3.428487302,35,30,30,17,2.478284298,2.475987399,3.470236726,3.429696325,1529,1502.5,836,746,406368,385647.75,152334,161352,1457,1324.25,722.3333333,656,368582.4,298777.6125,113081.1111,124392,35,30,30,17,2.229081724,2.210045134,2.458602295,2.743505456,35,30,30,17,2.230061698,2.212339734,2.464661384,2.747631093,1633.436927,540.8052221,1198.748931,605.9295894,740196.6895,49261.70189,563349.106,145655.3401,0,0,0,0,1592.031734,498.4087028,1158.835479,582.6890548,688957.7615,41609.62098,526255.1406,134120.3492,0,0,0,0,35,30,30,17,2.687503711,2.259388618,3.163699995,3.191794511,35,30,30,17,2.665095985,2.263182186,3.165829196,3.188701223,2711.567531,1397.539844,987.7068441,594.7775804,1455004.628,258718.7503,132648.5586,52049.68042,0,0,0,0,2622.867245,1253.857309,858.6924157,518.3771245,1362340.815,219347.1471,108438.8128,40188.08605,0,0,0,0,35,30,30,17,2.322866115,2.024902064,2.055154146,2.108707942,35,30,30,17,2.324294717,2.063856528,2.118028151,2.127211845
11,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,104,124,119,11,32,21,0.196276,5.00E+05,3,1000,1329,1987,1214,203,541310,1878660,694980,7905,1294,1987,1214,185,512820,1878660,694980,6510,34,27,26,17,2.819739718,3.444244485,3.456426637,2.433024224,34,27,26,17,2.820671594,3.444244485,3.456426637,2.442256022,1635.25,1518,1079,372.5,464122.3125,400361.1111,351000,21988.33333,1512.75,1856.333333,1025,431,396526.8125,758411.1111,316350,37260,34,27,26,17,2.224348414,2.220173953,2.795101546,2.192385282,34,27,26,17,2.225799557,2.425042351,2.796798439,2.385240294,2313.113199,1855.483403,893.7004383,165.3026707,2322652.647,1597057.596,278465.0513,3341.074889,0,0,0,0,2306.534785,1845.890211,882.6568303,157.6916945,2306640.439,1580150.276,268704.8835,3365.244888,0,0,0,0,34,27,26,17,3.292244942,3.403362177,3.002758595,2.089824132,34,27,26,17,3.290381829,3.40315117,2.988565115,2.174176569,3776.378416,2448.138613,1292.391369,292.2640875,4081044.68,1003276.556,488315.3506,8253.992085,0,0,0,0,3625.895478,2362.986738,1226.074213,320.2182501,3873745.742,1090594.389,444300.031,12490.15276,0,0,0,0,34,27,26,17,2.694324378,2.179409987,2.746996053,1.878086853,34,27,26,17,2.730023098,2.308578867,2.763061134,2.012810707
46,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,102,104,94,6,26,23,0.228088,5.00E+05,3,1000,769.6666667,376,325.25,153,129407.7778,18096,16720.3125,6160,758.3333333,358.6,310.75,153,125543.1111,16397.76,15197.8125,6160,33,28,28,13,2.475451998,2.07804912,2.261341062,2.786087591,33,28,28,13,2.476148206,2.080919819,2.265200159,2.786087591,1512,990.8,453.3333333,325.6666667,394893,131711.04,21894.53968,20062.77778,1401.5,903.8,429.1666667,302.3333333,338703.75,109299.84,19552.09921,17239.44444,33,28,28,13,2.222141917,2.04297833,1.939596095,2.332204089,33,28,28,13,2.223624852,2.044962487,1.941929417,2.33531611,778.5907827,458.8093704,639.9595838,271.515264,132319.337,26122.55164,75803.92128,30780.99407,0,0,0,0,767.2574493,439.8181318,615.2108754,270.4353989,128408.5624,23961.68598,69250.2574,30472.08016,0,0,0,0,33,28,28,13,2.473601823,2.036542176,2.319861919,3.341351721,33,28,28,13,2.474240668,2.039141387,2.312877474,3.338476922,1855.613793,1031.878979,728.7895995,610.586421,674595.855,115011.2683,30969.47722,109125.1442,0,0,0,0,1732.107824,956.2495737,707.1515807,557.5639774,590025.0914,102508.4819,39955.82001,93972.81429,0,0,0,0,33,28,28,13,2.32275582,1.904703374,1.623667886,2.751376924,33,28,28,13,2.328477982,1.929250914,1.759329909,2.796415071
41,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,96,95,78,2,18,16,0.249132667,5.00E+05,3,1000,2554,749,211.6666667,209,3127320,166750,8754.777778,8400,2554,686.5,204.3333333,197,3127320,139677.0833,8127.777778,7425,34,24,21,17,3.456556032,2.797820536,2.48543724,2.430327742,34,24,21,17,3.456556032,2.801775072,2.489646335,2.435898537,5914,859,417,294.2,16893240,95746.66667,35739,11233.09688,5459,764,409.6666667,323,14387100,75480,34461.77778,15422.4,34,24,21,17,3.442716874,2.019983292,2.430496664,2.062638562,34,24,21,17,3.443588143,2.022468762,2.431465443,2.149694307,2388.982524,700.5285903,525.7605618,449.5403744,2527854.617,132008.3101,116411.7392,66550.34939,0,0,0,0,2383.404696,645.6748928,524.0636224,441.7349068,2513876.393,112510.2732,115373.8439,63174.66948,0,0,0,0,34,24,21,17,3.323909051,2.682307773,3.327933468,2.948358272,34,24,21,17,3.322574157,2.693211352,3.324234104,2.927001784,4459.556196,1185.999249,955.386947,584.9552068,7266219.461,194654.4892,323501.8418,49661.61555,0,0,0,0,4203.780435,1133.804692,933.8407975,547.0032475,6687097.516,201262.0885,309642.3712,46895.55039,0,0,0,0,34,24,21,17,3.007139361,2.052949236,3.005343775,2.099471003,34,24,21,17,3.058978122,2.143668405,3.00942088,2.160051093
2,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,104,116,119,6,26,22,0.241575333,5.00E+05,3,1000,3366,1359,493,737,5454540,565760,111150,250920,3255,1359,493,737,5098896,565760,111150,250920,36,33,18,17,3.454516938,2.81574826,3.457170286,3.4262501,36,33,18,17,3.45518564,2.81574826,3.457170286,3.4262501,1516,1024.666667,645,575,352563.75,145923.75,120802,95232,1747.25,1350.5,645,530,533653.3125,314223.75,120802,80712,36,33,18,17,2.132285888,2.07311312,2.758189488,2.752477962,36,33,18,17,2.229866212,2.224392922,2.758189488,2.755829462,2029.989671,1660.083495,513.0855006,658.399652,1471562.736,860451.1517,108857.8174,176624.5083,0,0,0,0,1971.241173,1640.958824,510.2155559,643.330572,1387280.077,830080.298,107420.2645,167410.8573,0,0,0,0,36,33,18,17,3.003743425,2.828570104,3.281123168,3.226602903,36,33,18,17,3.004921655,2.812895647,3.278406805,3.217048519,1913.60416,1267.57144,1016.30657,891.7356418,285188.9577,182967.9354,360513.011,276014.2219,0,0,0,0,2019.011606,1268.001248,989.3934184,816.95705,551852.9187,213982.465,342066.1294,230767.3593,0,0,0,0,36,33,18,17,1.727474498,1.934669743,2.971595911,2.967704355,36,33,18,17,2.034556069,2.034354281,2.974568985,2.967266899
7,4,TRUE,Seber,Seber,0.015,0.0175,0.03,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,109,110,99,4,28,18,0.217171333,5.00E+05,3,1000,2699,1206.5,811,125,3496500,444963.75,306936,2772,2555,1206.5,783,115.6666667,3131100,444963.75,285768,2352.777778,35,34,27,13,3.457344592,2.823243877,3.481271925,2.400755685,35,34,27,13,3.458690727,2.823243877,3.483551734,2.410370206,3149,1451.5,745.6666667,344.3333333,3088050,364722.75,119777.7778,22475.44444,2951,1337.75,689.6666667,307,2709936,309184.3125,102161.1111,17787,35,34,27,13,2.802628143,2.226618905,2.447615205,2.330028525,35,34,27,13,2.803607157,2.228344144,2.450747417,2.334654404,2489.966184,1998.272752,697.491817,119.0160063,2712361.257,1571377.281,211289.1859,2089.062875,0,0,0,0,2394.034524,1976.631052,684.4327682,108.3323096,2504357.516,1535239.205,203646.0712,1671.648538,0,0,0,0,35,34,27,13,3.302858815,3.144430968,3.375534249,2.246245913,35,34,27,13,3.302749648,3.142740165,3.379787733,2.237537259,2875.280845,1481.902444,756.7945974,320.4397452,2064154.24,331570.037,115577.9547,15312.59311,0,0,0,0,2708.983804,1361.986479,707.7905932,277.6024825,1850352.636,281588.2267,103094.2743,11583.59678,0,0,0,0,35,34,27,13,2.548577714,2.119218111,2.38357613,2.137157665,35,34,27,13,2.560701347,2.126282645,2.407025733,2.153119648
